namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
Covid2_ArgumentRelevance_2020_09_20,3817482317822e61689ce6f4be9a7b9a2a7cf8c3b284c081acd61f57484332c2,6a5e35b8-db96-48fb-b209-59443ef14314,Argument relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",250be0cc-b74d-40ba-a547-cc7b94b3c3b6,T1.Q1,How important is the argument in bolded text to the overall article?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,44332ef2-0100-4794-aacc-7bbe0379ed17,T1.Q1.A1,It is the main argument of the entire article,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_ArgumentRelevance_2020_09_20,3817482317822e61689ce6f4be9a7b9a2a7cf8c3b284c081acd61f57484332c2,6a5e35b8-db96-48fb-b209-59443ef14314,Argument relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",250be0cc-b74d-40ba-a547-cc7b94b3c3b6,T1.Q1,How important is the argument in bolded text to the overall article?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,46d46eae-b32b-44e0-811d-a32ecacbaacd,T1.Q1.A2,It is one of a few arguments the author wants the audience to appreciate,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_ArgumentRelevance_2020_09_20,3817482317822e61689ce6f4be9a7b9a2a7cf8c3b284c081acd61f57484332c2,6a5e35b8-db96-48fb-b209-59443ef14314,Argument relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",250be0cc-b74d-40ba-a547-cc7b94b3c3b6,T1.Q1,How important is the argument in bolded text to the overall article?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,7753d137-fcca-4a18-ad23-3974885cb9e6,T1.Q1.A3,It is an argument that the author has only limited interest in supporting or refuting,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_ArgumentRelevance_2020_09_20,3817482317822e61689ce6f4be9a7b9a2a7cf8c3b284c081acd61f57484332c2,6a5e35b8-db96-48fb-b209-59443ef14314,Argument relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",250be0cc-b74d-40ba-a547-cc7b94b3c3b6,T1.Q1,How important is the argument in bolded text to the overall article?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,9c41f266-4f75-49e3-974f-67f02ec3ddf2,T1.Q1.A4,It is an argument that is irrelevant to the main argument/s of the article,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_ArgumentRelevance_2020_09_20,3817482317822e61689ce6f4be9a7b9a2a7cf8c3b284c081acd61f57484332c2,6a5e35b8-db96-48fb-b209-59443ef14314,Argument relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",250be0cc-b74d-40ba-a547-cc7b94b3c3b6,T1.Q1,How important is the argument in bolded text to the overall article?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,26225604-7502-4ad7-b509-4a799b35fb1d,T1.Q1.A5,It is an argument that is effectively and intentionally contradicted by the main argument/s of the article,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_ArgumentRelevance_2020_09_20,3817482317822e61689ce6f4be9a7b9a2a7cf8c3b284c081acd61f57484332c2,6a5e35b8-db96-48fb-b209-59443ef14314,Argument relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",250be0cc-b74d-40ba-a547-cc7b94b3c3b6,T1.Q1,How important is the argument in bolded text to the overall article?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,e8c36075-06de-4525-9475-318eb4629a9e,T1.Q1.A6,It is an argument that successfully contradicts the author's main argument (intentionally or not),,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_ArgumentRelevance_2020_09_20,3817482317822e61689ce6f4be9a7b9a2a7cf8c3b284c081acd61f57484332c2,6a5e35b8-db96-48fb-b209-59443ef14314,Argument relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",92748321-43cf-48e7-a280-717439720cb7,T1.Q2,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,886355bc-2076-4558-b52e-2fd809ee9c3a,T1.Q2.A1,1: Easiest thing I've ever done in a learning situation,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_ArgumentRelevance_2020_09_20,3817482317822e61689ce6f4be9a7b9a2a7cf8c3b284c081acd61f57484332c2,6a5e35b8-db96-48fb-b209-59443ef14314,Argument relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",92748321-43cf-48e7-a280-717439720cb7,T1.Q2,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,84629d68-0d5e-4869-b95b-c7ce240b898a,T1.Q2.A2,2,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_ArgumentRelevance_2020_09_20,3817482317822e61689ce6f4be9a7b9a2a7cf8c3b284c081acd61f57484332c2,6a5e35b8-db96-48fb-b209-59443ef14314,Argument relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",92748321-43cf-48e7-a280-717439720cb7,T1.Q2,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,e2f77c4a-eb44-4746-bbf2-05b932c1c3d3,T1.Q2.A3,3,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_ArgumentRelevance_2020_09_20,3817482317822e61689ce6f4be9a7b9a2a7cf8c3b284c081acd61f57484332c2,6a5e35b8-db96-48fb-b209-59443ef14314,Argument relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",92748321-43cf-48e7-a280-717439720cb7,T1.Q2,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,48cec2fa-0f75-4203-93e7-81a939b5ced9,T1.Q2.A4,4: Neither easy nor difficult,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
